,price,name,industry,pe_ratio,pe_ratio_lyr,pb_ratio,market_cap,circulating_market_cap,roe_ttm,ROAEBITTTM,debt_to_asset_ratio,debt_to_equity_ratio,MLEV,long_debt_to_working_capital_ratio,fixed_asset_ratio,intangible_asset_ratio,net_profit_ratio,net_profit_to_total_operate_revenue_ttm,net_non_operating_income_to_total_profit,gross_income_ratio,adjusted_profit_to_total_profit,total_profit_to_cost_ratio,total_asset_turnover_rate,accounts_payable_turnover_days,account_receivable_turnover_days,inventory_turnover_days,OperatingCycle,inventory_turnover_rate,DEGM,operating_profit_growth_rate,sale_expense_to_operating_revenue,operating_tax_to_operating_revenue_ratio_ttm,net_operate_cash_flow_to_operate_income,net_operating_cash_flow_coverage,cash_rate_of_sales,net_operate_cash_flow_to_total_liability,ACCA,current_ratio,quick_ratio,super_quick_ratio,LVGI,SGI,GMI,DSRI,SGAI,DEGM_8y,maximum_margin,margin_stability
000798.XSHE,6.15,中水渔业,渔业,210.9491,34.3227,2.6115,19.6465,19.6424,0.01238,0.001175,0.220322,0.299558,0.024066,0.197542,0.332178,0.014498,0.00729,0.00729,0.661346,0.064098,0.937822,0.00656,0.628408,11.580903,,98.73274,,3.646207,-0.36965,-0.965292,0.062244,0.001859,-0.737106,1.310496,0.081682,0.335998,0.017228,2.386314,1.453717,1.100717,0.736167,0.837021,2.248829,1.766908,1.292971,,,1.420276
000799.XSHE,33.27,酒鬼酒,酒、饮料和精制茶制造业,44.00899999999999,48.547,4.6698,108.1039,108.1039,0.106111,0.028493,0.215194,0.2742,0.001083,0.007501,0.164293,0.067972,0.176127,0.176127,0.0,0.785091,0.760078,0.39563,0.472822,111.055137,77.532073,1086.999897,1164.53197,0.331187,0.003472,0.12798,0.302448,0.162097,1.037048,1.99909,0.239583,0.08874,0.009396,3.507054,2.054476,2.021191,1.14062,1.351294,0.988691,0.715769,1.083348,0.007414,0.819454,12.597634
000800.XSHE,8.44,一汽轿车,汽车制造业,-69.2383,67.5451,1.7758,137.361,119.152,-0.031898,-0.004952,0.621377,1.657101,0.053628,-1.145529,0.216364,0.037357,-0.012903,-0.012903,0.015401,0.170236,0.766721,-0.016051,1.187875,108.678835,,47.024195,,7.655634,-0.153907,-2.10846,0.099086,0.049606,-0.708008,-5.713316,0.028273,0.123144,0.092119,0.94356,0.722964,0.198548,0.98812,0.934987,0.991413,9.124812,0.88798,-0.006623,0.614066,7.018601
000801.XSHE,5.43,四川九洲,计算机、通信和其他电子设备制造业,92.8788,62.5573,2.3341,55.5384,55.5384,0.025131,0.003602,0.545482,1.211511,0.033428,0.095723,0.06222,0.005573,0.019101,0.019101,-0.017082,0.216654,5.582994,0.026659,0.613208,171.283993,328.610593,109.1232,437.733793,3.299023,0.18879,0.023813,0.040261,0.006049,-1.680875,-8.642495,-0.010387,0.029268,0.017965,1.745759,1.459774,1.296905,1.046274,1.198979,0.853733,1.033474,0.536867,0.050046,0.833267,6.351395
000802.XSHE,8.53,北京文化,广播、电视、电影和影视录音制作业,15.4019,18.7425,1.1829,61.0663,60.6728,0.0768,0.017579,0.278883,0.387069,0.013567,0.030783,0.000428,0.227275,0.251459,0.251459,0.0,0.465836,1.014114,0.463697,0.217245,1045.876949,,433.200273,,0.831024,-0.019047,0.074737,0.001785,0.004599,-1.425997,0.841503,-0.424537,0.072655,-0.004938,2.425321,1.902638,0.85954,1.56565,0.912226,0.954891,1.24631,0.903678,-0.024513,0.576977,6.490483
000803.XSHE,14.72,金宇车城,电气机械和器材制造业,-40.6564,230.9924,81.0773,18.802,18.802,-1.994211,-0.002936,0.917815,40.588716,0.046928,-0.263596,0.082355,0.177464,-0.194609,-0.194609,0.0,0.160434,0.610861,-0.039552,0.29931,356.778099,,162.34729,,2.217468,-0.483196,-2.599411,0.023672,0.024663,-0.648624,0.549068,0.535744,-0.007722,0.009613,0.586163,0.449224,0.423128,0.986311,1.641535,1.795772,0.70744,1.228809,,,0.767462
000806.XSHE,2.06,ST银河,电气机械和器材制造业,-3.2463,-3.2095,1.7726,22.6582,14.388,-0.546021,-0.069843,0.459702,0.853984,0.023938,0.091605,0.12361,0.05275,-1.100405,-1.100405,0.016829,0.27533,1.092998,-0.824161,0.278318,221.523086,368.538334,202.920086,571.458419,1.774097,0.071408,4.211687,0.208099,0.011559,-0.009321,-9.211468,0.010156,0.04746,0.025118,1.585514,1.324948,1.212743,1.262372,0.727979,1.33984,1.166944,1.404603,0.025379,0.725568,6.002503
000807.XSHE,4.46,云铝股份,有色金属冶炼和压延加工业,-9.0523,-7.9307,1.3548,116.265,108.3612,-0.149665,-0.010096,0.755372,3.3716,0.426562,-0.724147,0.664227,0.062908,-0.064918,-0.064918,0.005211,0.077451,0.596506,-0.063094,0.61939,66.599725,12.473814,63.173412,75.647226,5.6986,-0.375021,-5.439294,0.021883,0.010359,-0.294199,6.98045,0.021482,0.031715,0.020257,0.411237,0.221893,0.180371,1.085007,0.980091,1.829783,1.280777,1.571908,-0.031014,0.291584,2.639955
000809.XSHE,2.28,铁岭新城,公共设施管理业,54.5852,19.4555,0.5968,18.8052,18.8052,0.010934,0.002503,0.448755,0.814076,0.413493,0.444531,0.033023,0.004606,0.022573,0.022573,0.0,0.111002,1.165768,,0.26702,44.338143,,1074.529488,,0.33503,-0.633656,-0.585311,,0.002093,4.944625,-17.125922,0.144175,0.033645,0.015998,3.406705,0.138632,0.093068,0.938679,19.472648,1.740081,0.205029,0.043288,,,0.987009
000810.XSHE,10.32,创维数字,计算机、通信和其他电子设备制造业,18.3997,33.3233,3.1872,109.2824,101.3264,0.166776,0.017349,0.651538,1.949153,0.090181,0.329634,0.071564,0.025292,0.067676,0.067676,-0.037491,0.210945,0.819207,0.085369,0.802753,139.741202,203.750292,72.670876,276.421168,4.953841,0.29284,1.192361,0.065155,0.003925,1.028415,0.744954,0.05876,0.025684,-0.006566,1.559489,1.327047,1.290566,0.988382,1.069996,0.87932,1.158179,0.635405,0.018145,0.6785,4.738616
000811.XSHE,7.19,冰轮环境,通用设备制造业,14.0429,18.9915,1.5344,53.6257,53.6248,0.108598,0.018335,0.445485,0.838681,0.107697,0.466117,0.13713,0.154009,0.104821,0.104821,-0.308244,0.299398,0.606796,0.135779,0.578903,132.243512,178.596658,97.178399,275.775056,3.704527,0.06013,0.306831,0.125159,0.009459,1.423128,1.731884,0.085266,0.046922,0.008103,1.603238,1.288375,1.224969,1.046365,1.044716,0.966132,0.952585,0.990833,0.025544,0.835549,13.220747
000812.XSHE,3.27,陕西金叶,印刷和记录媒介复制业,110.0675,112.4991,1.8137,25.1362,21.9189,0.016478,0.005554,0.497577,1.024747,0.077004,-0.969786,0.383312,0.164517,0.030471,0.030471,0.0,0.331744,0.666513,0.067511,0.347922,120.868316,114.66743,126.292134,240.959565,2.850534,-0.002147,-0.213389,0.049493,0.012642,1.369953,3.545076,0.071368,0.070923,0.02369,0.821366,0.629047,0.568004,1.096669,1.26112,0.909957,0.980236,1.059791,-0.001402,0.560182,6.249895
000813.XSHE,8.37,德展健康,医药制造业,34.8303,20.1619,3.3418,187.612,90.4437,0.095944,0.026078,0.04668,0.048961,0.00102,0.003952,0.102317,0.012664,0.262729,0.262729,0.0,0.859735,0.693327,0.448653,0.347817,80.557861,306.004174,463.317276,769.321449,0.777005,-0.074237,-0.424551,0.464506,0.009846,2.793238,6.795409,0.774862,2.380702,0.094631,19.95101,18.5052,18.23684,0.935944,1.482158,0.970415,0.627072,1.235338,0.178611,0.975668,1.648523
000815.XSHE,7.14,美利云,造纸和纸制品业,163.1843,112.1992,2.4167,49.6418,49.6418,0.01481,0.002698,0.336467,0.514938,0.04749,0.285454,0.405706,0.007149,0.031188,0.031188,0.0,0.102838,0.912115,0.035154,0.319214,157.917228,52.696236,248.814206,301.510442,1.446863,-0.343522,-0.437213,0.021844,0.009767,2.273286,-0.578521,0.039568,-0.009106,-0.008464,2.070112,1.302133,1.056817,1.202137,1.246508,1.103807,0.932438,0.716066,,,1.200292
000816.XSHE,1.3,ST慧业,通用设备制造业,105.0952,44.8075,0.619,18.4444,17.3716,0.00589,-0.000504,0.360643,0.614028,0.055479,0.296637,0.256853,0.284474,-0.021386,-0.021386,-0.388737,0.110601,0.689884,-0.006987,0.291974,198.133912,74.279833,82.506428,156.786261,4.363296,0.081952,-1.001082,0.046113,0.012027,0.258528,0.099823,-0.05416,-0.004898,0.019734,1.212191,1.036779,0.939394,0.872752,0.877932,0.854567,0.584487,0.989248,-0.014725,0.426172,4.626939
000818.XSHE,8.4,航锦科技,化学原料和化学制品制造业,14.0215,11.5159,2.2552,57.96,56.9527,0.160836,0.026577,0.382304,0.634465,0.004119,-0.157698,0.313478,0.328405,0.108568,0.108568,0.0,0.223563,0.838726,0.135582,0.879882,61.903037,66.960466,40.225462,107.185929,8.949555,-0.113874,-0.216551,0.022144,0.014749,1.034701,0.392729,0.094213,0.020722,-0.012178,0.905393,0.70274,0.624627,1.32191,1.124798,0.875469,1.611643,0.830985,0.137235,0.958516,1.93823
000819.XSHE,8.25,岳阳兴长,石油加工、炼焦和核燃料加工业,40.1135,45.1374,2.9364,23.5047,23.5031,0.073202,0.0224,0.154481,0.188072,0.002499,0.009946,0.164003,0.028137,0.031459,0.031459,0.0,0.100331,0.747419,0.047313,1.845182,8.845882,9.06625,10.971411,20.037661,32.812554,0.161196,0.79423,0.011143,0.00631,1.06327,2.666738,0.045186,0.382744,0.036227,5.092096,4.75127,4.578962,0.744357,1.266353,0.98733,0.85059,0.797935,0.026444,0.734344,7.331199
000820.XSHE,1.25,*ST节能,废弃资源综合利用业,-1.1101,-1.137,17.0516,7.9656,3.5957,-15.360226,-0.097382,0.972996,36.031789,0.203052,0.917186,0.001999,0.013243,-30.95366,-30.95366,0.0,0.545594,0.999933,-2.929996,0.0134,39694.197337,,7773.543724,,0.046311,0.648603,6.859456,0.396314,0.003479,0.088099,0.365292,-2.707497,-0.012515,0.019923,1.149486,0.995826,0.256727,1.435416,0.009793,0.831012,46.766403,68.230189,0.269616,0.989629,1.893858
000821.XSHE,6.75,京山轻机,专用设备制造业,204.4971,25.247,1.2485,36.3309,30.5043,0.006105,0.002073,0.426113,0.776391,0.056168,0.18641,0.076217,0.258694,0.010097,0.010097,0.954982,0.246385,2.78317,0.022029,0.41703,197.508772,244.354114,257.994103,502.348217,1.395381,0.013736,-1.046031,0.054993,0.007536,0.8317,-1.050282,-0.029235,-0.005914,-0.00472,1.567683,0.983183,0.828441,1.194926,1.463617,1.277632,1.048095,0.65366,0.004738,0.567611,3.713846
000822.XSHE,4.42,山东海化,化学原料和化学制品制造业,11.052,6.7451,1.1497,39.5631,39.5631,0.104024,0.024378,0.248329,0.327465,0.055943,0.181916,0.468288,0.018467,0.073818,0.073818,0.0,0.161154,0.576958,0.100087,1.070053,40.920773,88.715073,30.125274,118.840346,11.950099,-0.232384,-0.356974,0.031903,0.013746,1.619501,3.361113,0.131513,0.115875,0.020075,2.444066,2.062132,2.042213,0.771965,1.092514,1.285077,0.486356,1.073538,-0.017052,0.382529,1.828573
000823.XSHE,10.21,超声电子,计算机、通信和其他电子设备制造业,18.708,20.317,1.5843,54.8242,54.8196,0.084685,0.018769,0.299766,0.477875,0.006655,0.021644,0.348668,0.020131,0.072832,0.072832,-0.013429,0.223155,0.685738,0.096332,0.880568,68.39591,108.386516,66.473447,174.859963,5.415696,0.156333,0.116933,0.032851,0.007094,1.717913,2.037895,0.140697,0.127276,0.014653,2.049566,1.618627,1.573787,1.008791,1.140342,1.033721,0.966722,0.671176,0.018884,0.86739,14.881883
000825.XSHE,3.79,太钢不锈,黑色金属冶炼和压延加工业,7.814,4.3375,0.6814,215.8878,215.8806,0.087206,0.009626,0.533149,1.153636,0.285337,-1.204701,0.655983,0.003585,0.03797,0.03797,-0.033677,0.125491,0.947532,0.040876,1.038581,52.433335,30.261315,45.303056,75.564372,7.946484,-0.327044,-0.622011,0.022461,0.005206,1.520218,-1.314668,0.052212,-0.02449,-0.022657,0.743824,0.463285,0.455429,0.901756,1.076063,1.016247,0.756004,0.493748,0.048022,0.825289,2.509617
000826.XSHE,8.78,启迪环境,生态保护和环境治理业,53.5422,19.5067,0.9479,125.6048,104.5164,0.015387,0.002509,0.631109,1.77402,0.482225,-4.430642,0.411853,0.209533,0.029902,0.029902,0.002621,0.225495,0.533368,0.044349,0.230445,274.745668,255.790761,36.380124,292.170885,9.895513,-0.289317,-0.734752,0.016078,0.008166,3.690434,0.769203,0.044849,0.002643,-0.001032,0.827975,0.777614,0.661656,1.121817,1.174752,1.117827,1.320361,0.990782,-0.057854,0.557033,6.223446
000828.XSHE,8.1,东莞控股,道路运输业,7.187,8.0278,1.2078,84.2009,84.2008,0.168056,0.031845,0.412642,0.718857,0.216214,1.22102,0.113595,0.020768,0.72141,0.72141,0.00854,0.653875,0.796496,,0.13398,2.482553,,,,,-0.026765,0.310357,,0.005437,1.88701,2.387721,1.19196,0.132711,0.031562,1.707541,,1.352985,0.917742,1.117895,1.001491,0.763233,1.214036,0.005419,0.979006,35.263467
000829.XSHE,6.13,天音控股,批发业,-30.471,-27.5652,2.5213,63.588,56.9844,-0.082743,-0.002167,0.840336,5.297326,0.12541,-2.913359,0.026529,0.152035,-0.003824,-0.003824,0.00093,0.032542,0.673925,-0.002453,3.081257,42.241235,,33.258099,,10.824431,-0.147476,-2.844281,0.018036,0.001169,-1.343289,34.384225,0.017747,0.046021,0.037073,0.974858,0.623135,0.479676,1.011264,1.071633,1.320972,0.88687,1.224153,-0.139641,0.213786,2.607931
000830.XSHE,9.52,鲁西化工,化学原料和化学制品制造业,8.8279,4.547,1.3453,139.4547,139.3833,0.152388,0.016371,0.629721,1.721275,0.219662,-0.334557,0.843244,0.051877,0.082719,0.082719,0.000268,0.227824,0.681852,0.113097,0.676016,38.27854,10.105276,27.207212,37.312487,13.231786,-0.220701,-0.534488,0.029485,0.006517,2.037887,5.654324,0.200394,0.031958,0.016524,0.156918,0.0766,0.038727,0.971736,1.350407,0.919822,0.741072,0.60893,0.072924,0.884324,3.01603
000831.XSHE,11.5,五矿稀土,有色金属冶炼和压延加工业,135.3623,110.8257,5.1573,112.8022,112.8022,0.0381,0.010531,0.192578,0.247035,0.00629,0.039085,0.039192,0.004686,0.053141,0.053141,0.0,0.10325,-17.528769,0.072226,0.580523,42.857951,111.456223,387.066155,498.522379,0.930074,-0.507992,0.238228,0.003673,0.002518,-1.760594,3.116973,-0.115897,0.07581,0.010099,4.89567,1.546638,1.155435,2.182867,1.291845,0.58484,1.054562,0.677696,0.0747,0.888712,1.59582
000833.XSHE,5.1,粤桂股份,综合,80.5426,38.5285,1.23,34.0885,19.2823,0.015271,0.003571,0.235224,0.306598,0.039741,0.168054,0.280748,0.268115,0.009917,0.009917,0.0,0.089633,0.781568,0.015111,1.065364,10.987947,26.326733,35.630865,61.957598,10.1036,-0.337011,-0.618956,0.006363,0.008716,5.720587,50.441403,0.059744,0.310913,0.071734,2.184637,1.695303,1.430911,1.645369,1.661017,1.166579,0.571354,0.56182,-0.092644,0.371239,4.063781
000835.XSHE,3.72,长城动漫,互联网和相关服务,-2.5965,-2.7092,-64.8074,12.1555,11.2677,24.959474,-0.142235,1.023357,-44.834357,0.277733,-1.847901,0.197567,0.633586,-9.091704,-9.091704,0.0,0.02075,1.000004,-2.927602,0.06271,425.171627,,98.732578,,3.646213,-0.964068,-128.872205,0.348758,0.129495,0.022118,0.069226,-0.199277,-0.003426,0.046494,0.3228,0.285748,0.124341,1.398213,0.257585,1.654961,1.356102,3.408588,-0.177273,0.058782,1.235753
000836.XSHE,4.03,富通鑫茂,电气机械和器材制造业,170.7191,73.0484,3.8874,48.7007,48.6988,0.022771,0.00403,0.497854,1.032128,0.070748,0.873774,0.328515,0.032126,0.016343,0.016343,0.0,0.164741,0.056002,0.028887,0.646217,76.095953,140.441951,92.68788,233.129831,3.884003,0.200083,-0.785926,0.011975,0.007763,78.552879,-2.425621,0.13377,-0.01544,-0.011687,1.460122,1.068759,0.957076,1.999532,1.295227,0.823429,2.020658,0.821745,0.027088,0.738333,2.566196
000837.XSHE,4.17,秦川机床,通用设备制造业,-10.9554,-10.3346,1.1333,28.9136,24.2947,-0.103451,-0.006879,0.638447,2.289507,0.394088,1.183625,0.24706,0.055899,-0.083968,-0.083968,-0.010565,0.164345,5.748571,-0.081801,0.336252,157.167631,174.111029,257.422676,431.533705,1.398478,-0.090368,-17.768182,0.060301,0.011863,0.280219,-1.390177,-0.033982,0.002738,0.002748,1.401174,0.937026,0.520088,1.082914,1.062787,1.099601,0.888518,0.886743,-0.03759,0.516095,5.699192
000838.XSHE,3.14,财信发展,房地产业,28.6375,30.3848,1.8358,34.5545,26.5678,0.064103,0.002895,0.844759,7.49207,0.454005,0.556745,0.009938,0.000607,0.010801,0.010801,0.0,0.307759,0.815205,0.066405,0.187411,137.776727,659.222691,2137.868073,2797.090764,0.168392,0.350813,0.042999,0.068401,0.062743,14.413712,13.855298,0.614696,0.06218,0.049627,1.459596,0.314229,0.253645,1.076322,1.689992,0.791581,0.656432,1.443624,0.089431,0.918229,2.059211
000839.XSHE,3.49,中信国安,电信、广播电视和卫星传输服务,6.5701,6.8191,1.5013,136.8019,136.7734,0.228499,0.034226,0.471447,0.889668,0.121306,-0.75433,0.089853,0.032799,0.579699,0.579699,0.066424,0.092574,1.437563,0.597245,0.199905,166.266299,,248.043066,,1.451361,-0.357616,55.137043,0.085799,0.006648,-0.142667,-0.026894,0.033276,0.000247,0.004717,0.597381,0.251755,0.200973,0.853541,0.911053,1.472493,0.716353,1.090221,-0.126657,0.294612,3.298007
000848.XSHE,7.84,承德露露,酒、饮料和精制茶制造业,18.0231,18.5735,4.0516,76.7193,76.7031,0.224802,0.05602,0.17878,0.221631,0.006434,0.035315,0.111906,0.128796,0.192083,0.192083,0.0,0.514039,0.753052,0.347177,0.94592,39.052276,,40.054568,,8.987739,-0.005051,-0.075138,0.230773,0.011348,0.881114,1.971201,0.222145,0.472307,0.040139,4.802382,4.477888,4.442139,1.126043,1.004779,0.93094,0.610733,1.176097,0.062563,0.863183,7.997239
000850.XSHE,3.87,华茂股份,纺织业,13.9627,30.774,0.8415,36.5198,36.5089,0.060269,0.009725,0.41268,0.723886,0.235616,0.928252,0.287547,0.057113,0.083608,0.083608,-0.094806,0.140779,0.169151,0.105977,0.379653,60.676924,47.188556,102.308816,149.497372,3.518758,0.257581,0.307221,0.026664,0.008989,0.220815,-0.670597,-0.008479,0.006327,0.007111,1.601608,1.251518,1.106272,1.069453,1.187222,0.803414,0.996751,0.804072,,,1.530289
000851.XSHE,5.92,高鸿股份,零售业,218.1257,158.1976,1.5985,53.7317,50.8637,0.007328,0.001603,0.591456,1.699237,0.055832,0.169685,0.011988,0.088089,0.004011,0.004011,-0.000658,0.064299,1.387073,0.006783,0.904222,99.51624,123.208558,66.29161,189.500168,5.430551,0.264228,-0.826169,0.018835,0.003362,29.571686,3.714992,-0.015723,0.007109,0.003605,1.347149,1.068213,0.64821,0.957757,1.032191,0.832843,1.599608,0.893767,-0.007739,0.761022,10.380833
000852.XSHE,6.4,石化机械,专用设备制造业,58.7492,367.6794,2.7412,49.7667,49.7667,0.04666,0.003543,0.793653,4.159009,0.020532,0.266102,0.132819,0.00979,0.015688,0.015688,0.0,0.177119,0.426801,0.0201,0.70151,205.00296,152.340651,276.409233,428.749884,1.302417,-0.137476,0.108433,0.056254,0.005359,-43.674434,7.691711,-0.153739,0.013242,0.008609,1.05265,0.486368,0.368506,1.036279,1.231574,1.015702,0.690784,0.750441,-0.061695,0.322953,3.580506
000856.XSHE,10.51,冀东装备,专用设备制造业,180.0486,103.5569,7.3802,23.8577,23.8577,0.04099,0.001538,0.792908,5.266866,0.011832,-0.379006,0.170563,0.044911,0.004235,0.004235,0.0,0.047683,0.626572,0.004946,1.23517,132.227677,,29.117067,,12.363883,-0.097971,0.838358,0.011641,0.002878,1.338711,14.661682,-0.009044,-0.046343,-0.034146,0.954976,0.832943,0.573382,0.983456,1.150911,1.556336,0.863485,0.680173,-0.11676,0.154654,2.1591
000858.XSHE,133.7,五粮液,酒、饮料和精制茶制造业,31.5803,38.7748,7.4745,5189.71,5074.9458,0.236683,0.063103,0.234553,0.313349,0.000498,0.004184,0.073169,0.004384,0.359249,0.359249,0.0,0.740108,0.730136,1.242492,0.516204,92.980414,154.13191,357.118403,511.250313,1.008069,0.0045,0.365401,0.099075,0.139048,1.080021,2.439442,0.514432,0.359686,0.047666,3.874664,3.30045,3.211009,1.063411,1.326083,0.975672,0.876344,0.782823,0.010737,0.96641,27.683096
000859.XSHE,4.22,国风塑业,橡胶和塑料制品业,30.8123,30.5615,1.9133,31.2048,31.199,0.062096,0.01289,0.214052,0.275711,0.046084,0.264419,0.530018,0.055042,0.067011,0.067011,0.0,0.119963,0.084118,0.083937,0.648394,58.735754,79.872655,55.151936,135.024592,6.527423,0.223134,-0.451253,0.029327,0.005345,-1.381355,0.175236,0.038979,0.022939,-0.02239,2.907309,2.292948,1.430261,0.831359,1.052089,1.013997,0.854703,0.689603,-0.026925,0.609517,6.950853
000860.XSHE,46.18,顺鑫农业,酒、饮料和精制茶制造业,39.2551,46.0256,4.7,342.548,342.548,0.119731,0.015656,0.641669,1.796878,0.075114,0.498089,0.162881,0.036501,0.063108,0.063108,0.0,0.371434,0.705509,0.116058,0.682674,10.61113,142.715837,332.510493,475.226329,1.082673,0.023659,0.290013,0.092647,0.119493,1.726114,-3.969217,0.160348,-0.005051,-0.004241,1.541526,0.757254,0.703777,0.996333,1.029021,0.848952,0.775223,0.949137,0.046556,0.818907,9.497247
000861.XSHE,2.68,海印股份,商务服务业,47.5563,43.5209,1.7064,59.9324,54.8,0.034184,0.006182,0.641923,1.896713,0.409079,1.40187,0.025176,0.043327,0.063239,0.063239,0.0,0.389272,0.487684,0.136209,0.21444,58.666749,,1067.48355,,0.337242,-0.043636,-0.409699,0.046069,0.026463,4.435996,4.468802,0.418437,0.037939,0.019054,2.040793,0.553156,0.488355,0.987877,0.978822,0.999704,1.040694,1.02291,-0.014482,0.827852,12.905396
000862.XSHE,5.14,银星能源,电力、热力生产和供应业,3029.9618,68.2816,1.3847,36.2945,25.7695,0.006406,0.000466,0.718351,2.587236,0.591546,11.037094,0.754357,0.008892,0.005322,0.005322,0.0,0.314304,1.052849,0.013395,0.143665,62.997947,371.909632,40.708619,412.618251,8.843336,-0.178556,-3.647042,0.008586,0.009984,-131.080468,-13.264523,0.545855,0.031565,0.024475,1.312283,1.243328,1.143318,1.038381,1.2779,0.80478,1.026886,0.602776,0.036489,0.782609,4.16239
000863.XSHE,4.89,三湘印象,房地产业,-30.3776,-14.7167,1.1337,67.0552,57.6894,-0.037322,-0.001077,0.562451,1.257632,0.324578,0.456104,0.003058,0.03403,-0.149708,-0.149708,-0.056118,0.397274,0.412472,-0.036407,0.142189,63.726209,,2889.219106,,0.124601,0.185426,-1.212095,0.045977,0.023122,-2.29584,-11.776361,1.139334,0.059567,0.037904,2.67581,0.518251,0.498137,1.114099,0.660096,0.858417,0.677691,1.643356,0.041072,0.795772,5.045917
000868.XSHE,4.41,*ST安凯,汽车制造业,-6.4644,-3.6201,6.1384,32.3398,30.6742,-0.949571,-0.012267,0.907009,11.191189,0.166954,-3.167515,0.130082,0.034128,-0.119825,-0.119825,0.0,0.128215,0.110038,-0.090379,0.566628,272.431451,194.736648,23.151893,217.88854,15.549485,0.395481,-0.164011,0.070443,0.006513,0.429403,-2.987005,-0.055317,-0.048667,-0.062342,0.961009,0.921658,0.88031,1.092441,0.577509,2.144667,1.795735,1.014527,,,0.311444
000869.XSHE,28.71,张裕A,酒、饮料和精制茶制造业,19.6435,18.875,1.9877,196.7967,130.1886,0.101187,0.025665,0.228839,0.304884,0.022053,0.176037,0.491174,0.060673,0.207851,0.207851,-0.022388,0.622163,0.707159,0.412839,0.364495,55.573814,,576.175582,,0.62481,-0.031595,0.044943,0.231593,0.052322,0.673593,1.161662,0.175636,0.048319,0.001557,1.979075,0.849861,0.661251,0.918284,1.042513,1.049051,0.880521,0.962119,-0.026502,0.881735,15.713694
000875.XSHE,3.41,吉电股份,电力、热力生产和供应业,17.8622,63.8603,0.9669,73.1893,66.6419,0.054131,0.004962,0.734072,3.902393,0.711649,-3.266686,0.791093,0.0126,0.079748,0.079748,0.0,0.221083,-0.412342,,0.208505,103.412419,175.11091,7.943622,183.054532,45.319379,0.458549,-5.694298,,0.010129,7.915036,8.027492,0.323802,0.023488,0.013342,0.518166,0.5056,0.441575,0.974434,1.430851,0.57978,1.190888,0.859795,0.105701,0.936578,4.435244
